,,Agmé,47350,44.489843,0.345980,1
,,Agnac,47800,44.642110,0.385491,1
,,Agnat,43100,45.342890,3.448180,1
,,Agneaux,50180,49.116010,-1.110973,1
,,Agnetz,60600,49.381534,2.383206,1
,,Agnez-lès-Duisans,62161,50.307055,2.657925,1
,,Agnicourt-et-Séchelles,02340,49.715495,3.952025,1
,,Agnin,38150,45.340100,4.856633,1
,,Agnières,62690,50.352679,2.602891,1
,,Agnos,64400,43.162476,-0.619869,1
,,Agny,62217,50.259707,2.759091,1
,,Agon-Coutainville,50230,49.041494,-1.577651,1
,,Agonac,24460,45.292334,0.749357,1
,,Agonges,03210,46.605243,3.158084,1
,,Agonès,34190,43.901878,3.728127,1
,,Agos-Vidalos,65400,43.036360,-0.072035,1
,,Agris,16110,45.774249,0.334472,1
,,Agudelle,17500,45.383624,-0.472889,1
,,Aguessac,12520,44.156264,3.097517,1
,,Aguilcourt,02190,49.405310,3.966955,1
,,Aguts,81470,43.530004,1.920425,1
,,Agy,14400,49.240843,-0.762104,1
,,Ahaxe-Alciette-Bascassan,64220,43.149984,-1.165188,1
,,Ahetze,64210,43.405614,-1.571748,1
,,Ahuillé,53940,48.018923,-0.871283,1
,,Ahun,23150,46.086265,2.044904,1
,,Ahuy,21121,47.368349,5.022261,1
,,Ahéville,88500,48.285170,6.191832,1
,,Aibes,59149,50.236243,4.092020,1
,,Aibre,25750,47.550623,6.696244,1
,,Aiffres,79230,46.285727,-0.418345,1
,,Aigaliers,30700,44.059255,4.319286,1
,,Aiglemont,08090,49.781017,4.765064,1
,,Aiglepierre,39110,46.951781,5.818321,1
,,Aigleville,27120,49.006803,1.419844,1
,,Aiglun,04510,44.052800,6.139402,1
,,Aiglun,06910,43.856619,6.914151,1
,,Aignan,32290,43.696921,0.082406,1
,,Aignay-le-Duc,21510,47.664732,4.733619,1
,,Aigne,34210,43.331860,2.796664,1
,,Aignerville,14710,49.332108,-0.920240,1
,,Aignes,31550,43.320134,1.587953,1
,,Aignes-et-Puypéroux,16190,45.450607,0.143901,1
,,Aigneville,80210,50.034798,1.615254,1
,,Aigny,51150,49.035411,4.207619,1
,,Aigné,72650,48.066232,0.118297,1
,,Aigonnay,79370,46.329171,-0.258431,1
,,Aigre,16140,45.894074,0.009935,1
,,Aigrefeuille,31280,43.567598,1.589291,1
,,Aigrefeuille-d'Aunis,17290,46.115796,-0.934032,1
,,Aigrefeuille-sur-Maine,44140,47.076201,-1.401370,1
,,Aigremont,30350,43.965150,4.121460,1
,,Aigremont,52400,48.017031,5.716629,1
,,Aigremont,78240,48.902572,2.017831,1
,,Aigremont,89800,47.718309,3.889637,1
,,Aiguebelette-le-Lac,73610,45.537260,5.814403,1
,,Aiguebelle,73220,45.541931,6.304519,1
,,Aigueblanche,73260,45.500553,6.509687,1
,,Aiguefonde,81200,43.493625,2.315355,1
,,Aigueperse,63260,46.021668,3.201648,1
,,Aigueperse,69790,46.275763,4.433750,1
,,Aigues-Juntes,09240,43.054938,1.470527,1
,,Aigues-Mortes,30220,43.566624,4.191639,1
,,Aigues-Vives,09600,42.996065,1.875229,1
,,Aigues-Vives,11800,43.230289,2.532533,1
,,Aigues-Vives,30670,43.739527,4.180344,1
,,Aigues-Vives,34210,43.337294,2.817597,1
,,Aiguilhe,43000,45.050344,3.884069,1
,,Aiguilles,05470,44.781093,6.868448,1
,,Aiguillon,47190,44.301419,0.338498,1
,,Aiguines,83630,43.775050,6.243474,1
,,Aigurande,36140,46.433654,1.827823,1
,,Aiguèze,30760,44.302821,4.555626,1
,,Ailhon,07200,44.597342,4.341953,1
,,Aillant-sur-Milleron,45230,47.792773,2.929212,1
,,Aillant-sur-Tholon,89110,47.874171,3.350472,1
,,Aillas,33124,44.473508,-0.074703,1
,,Ailleux,42130,45.803596,3.942481,1
,,Aillevans,70110,47.590766,6.413991,1
,,Ailleville,10200,48.252400,4.680168,1
,,Aillevillers-et-Lyaumont,70320,47.920066,6.334678,1
,,Aillianville,52700,48.341910,5.476844,1
,,Aillières-Beauvoir,72600,48.405095,0.324153,1
,,Aillon-le-Jeune,73340,45.617690,6.080444,1
,,Aillon-le-Vieux,73340,45.650701,6.092560,1
,,Ailloncourt,70300,47.754614,6.387096,1
,,Ailly,27600,49.159984,1.246515,1
,,Ailly-le-Haut-Clocher,80690,50.077113,1.993747,1
,,Ailly-sur-Noye,80250,49.756189,2.363434,1
,,Ailly-sur-Somme,80470,49.925882,2.192941,1
,,Aimargues,30470,43.684331,4.207728,1
,,Aime,73210,45.555640,6.647897,1
,,Ainay-le-Château,03360,46.711189,2.692378,1
,,Ainay-le-Vieil,18200,46.666604,2.551370,1
,,Aincille,64220,43.144303,-1.195530,1
,,Aincourt,95510,49.072078,1.772365,1
,,Aincreville,55110,49.367221,5.119875,1
,,Aingeray,54460,48.738495,6.000448,1
,,Aingeville,88140,48.206683,5.769495,1
,,Aingoulaincourt,52230,48.455553,5.286006,1
,,Ainharp,64130,43.259675,-0.930326,1
,,Ainhice-Mongelos,64220,43.204351,-1.156798,1
,,Ainhoa,64250,43.305914,-1.499677,1
,,Ainvelle,70800,47.845885,6.249734,1
,,Ainvelle,88320,47.996423,5.826924,1
,,Airaines,80270,49.964403,1.943055,1
,,Airan,14370,49.100856,-0.152978,1
,,Aire,08190,49.480904,4.161512,1
,,Aire-sur-l'Adour,40800,43.702419,-0.262945,1
,,Aire-sur-la-Lys,62120,50.638185,2.396007,1
,,Airel,50680,49.219716,-1.079368,1
,,Airion,60600,49.423929,2.413012,1
,,Airon-Notre-Dame,62180,50.435819,1.659069,1
,,Airon-Saint-Vaast,62180,50.431408,1.666214,1
,,Airoux,11320,43.362989,1.865597,1
,,Airvault,79600,46.826361,-0.138669,1
,,Aiserey,21110,47.172216,5.161490,1
,,Aisey-et-Richecourt,70500,47.888839,5.953750,1
,,Aisey-sur-Seine,21400,47.749730,4.580210,1
,,Aisonville-et-Bernoville,02110,49.933725,3.520488,1
,,Aisy-sous-Thil,21390,47.393219,4.287286,1
,,Aisy-sur-Armançon,89390,47.666673,4.224588,1
,,Aiti,20244,42.398266,9.243361,1
,,Aiton,73220,45.560410,6.258150,1
,,Aix,19200,45.615828,2.381516,1
,,Aix,59310,50.489429,3.289846,1
,,Aix-Noulette,62160,50.425693,2.709115,1
,,Aix-en-Diois,26150,44.709114,5.400363,1
,,Aix-en-Ergny,62650,50.581746,1.996338,1
,,Aix-en-Issart,62170,50.476418,1.857758,1
,,Aix-en-Othe,10160,48.223369,3.733867,1
,,Aix-en-Provence,13080/13090/13100/13290/13540,43.527626,5.445025,1
,,Aix-la-Fayette,63980,45.516365,3.521310,1
,,Aix-les-Bains,73100,45.688789,5.914682,1
,,Aixe-sur-Vienne,87700,45.795739,1.135774,1
,,Aizac,07530,44.713674,4.327047,1
,,Aizanville,52120,48.106948,4.894603,1
,,Aize,36150,47.103168,1.701178,1
,,Aizecourt-le-Bas,80240,49.980639,3.033431,1
,,Aizecourt-le-Haut,80200,49.963576,2.983290,1
,,Aizelles,02820,49.489147,3.811242,1
,,Aizenay,85190,46.739812,-1.608886,1
,,Aizier,27500,49.429926,0.625257,1
,,Aizy-Jouy,02370,49.434142,3.515438,1
,,Ajac,11300,43.047050,2.136683,1
,,Ajaccio,20000,41.924990,8.735937,1
,,Ajain,23380,46.206542,1.998708,1
,,Ajat,24210,45.155968,1.015826,1
,,Ajoncourt,57590,48.844314,6.288818,1
,,Ajou,27410,48.978727,0.782549,1
,,Ajoux,07000,44.755692,4.492324,1
,,Alaigne,11240,43.100637,2.090466,1
,,Alaincourt,02240,49.764464,3.374509,1
,,Alaincourt,70210,47.941769,6.101457,1
,,Alaincourt-la-Côte,57590,48.897803,6.339980,1
,,Alairac,11290,43.183652,2.240357,1
,,Alan,31420,43.228730,0.939287,1
,,Alando,20212,42.306288,9.289416,1
,,Alata,20167,41.976894,8.742206,1
,,Alba-la-Romaine,07400,44.554320,4.597817,1
,,Alban,81250,43.888571,2.459946,1
,,Albaret-Sainte-Marie,48200,44.881607,3.246942,1
,,Albaret-le-Comtal,48310,44.874607,3.126621,1
,,Albas,11360,43.005214,2.734089,1
,,Albas,46140,44.468051,1.236131,1
,,Albefeuille-Lagarde,82290,44.066254,1.277296,1
,,Albens,73410,45.786240,5.944298,1
,,Albepierre-Bredons,15300,45.077134,2.830984,1
,,Albert,80300,50.001705,2.651617,1
,,Albertacce,20224,42.326699,8.983033,1
,,Albertville,73200,45.675415,6.392205,1
,,Albestroff,57670,48.931810,6.855884,1
,,Albi,81000,43.927955,2.144522,1
,,Albiac,31460,43.551914,1.780210,1
,,Albiac,46500,44.765662,1.810758,1
,,Albias,82350,44.089524,1.448956,1
,,Albiez-Montrond,73300,45.219127,6.340225,1
,,Albiez-le-Jeune,73300,45.244949,6.350703,1
,,Albignac,19190,45.138747,1.676854,1
,,Albigny-sur-Saône,69250,45.864727,4.831747,1
,,Albine,81240,43.459719,2.539313,1
,,Albitreccia,20128,41.862244,8.941904,1
,,Albières,11330,42.946715,2.477281,1
,,Albiès,09310,42.776456,1.701250,1
,,Albon,26140,45.244764,4.848359,1
,,Albon-d'Ardèche,07190,44.820486,4.426989,1
,,Alboussière,07440,44.943182,4.728095,1
,,Albussac,19380,45.137805,1.834646,1
,,Alby-sur-Chéran,74540,45.815762,6.020618,1
,,Albé,67220,48.356620,7.317892,1
,,Aldudes,64430,43.095412,-1.426746,1
,,Alembon,62850,50.784526,1.886115,1
,,Alençon,61000,48.429326,0.091616,1
,,Alet-les-Bains,11580,42.995777,2.256297,1
,,Alette,62650,50.517427,1.827260,1
,,Aleu,09320,42.892614,1.265623,1
,,Alex,74290,45.888157,6.237518,1
,,Alexain,53240,48.228574,-0.768033,1
,,Aleyrac,26770,44.498460,4.937182,1
,,Alfortville,94140,48.797292,2.424150,1
,,Algajola,20220,42.607479,8.861773,1
,,Algans,81470,43.597204,1.891921,1
,,Algolsheim,68600,48.005126,7.557837,1
,,Algrange,57440,49.359080,6.047574,1
,,Alignan-du-Vent,34290,43.469159,3.340938,1
,,Alincourt,08310,49.403503,4.344355,1
,,Alincthun,62142,50.730791,1.801059,1
,,Alise-Sainte-Reine,21150,47.536667,4.488826,1
,,Alissas,07210,44.712329,4.630084,1
,,Alix,69380,45.912503,4.653973,1
,,Alixan,26300,44.974156,5.027222,1
,,Alizay,27460,49.320783,1.175028,1
,,Alièze,39270,46.587191,5.575975,1
,,Allain,54170,48.549923,5.909654,1
,,Allaines,80200,49.961768,2.944303,1
,,Allaines-Mervilliers,28310,48.204493,1.823514,1
,,Allainville,28500,48.721825,1.300657,1
,,Allainville,78660,48.457138,1.896309,1
,,Allaire,56350,47.636403,-2.164071,1
,,Allamont,54800,49.123096,5.760896,1
,,Allamps,54112,48.546939,5.809165,1
,,Allan,26780,44.499206,4.786230,1
,,Allanche,15160,45.228511,2.933739,1
,,Alland'Huy-et-Sausseuil,08130,49.512441,4.555659,1
,,Allarmont,88110,48.481768,7.012471,1
,,Allas-Bocage,17150,45.383028,-0.492037,1
,,Allas-Champagne,17500,45.468898,-0.336037,1
,,Allas-les-Mines,24220,44.832714,1.071541,1
,,Allassac,19240,45.257751,1.475112,1
,,Allauch,13190,43.335982,5.481282,1
,,Alleins,13980,43.703777,5.160942,1
,,Allemagne-en-Provence,04500,43.781850,6.006445,1
,,Allemanche-Launay-et-Soyer,51260,48.603600,3.786667,1
,,Allemans,24600,45.287116,0.309275,1
,,Allemans-du-Dropt,47800,44.626277,0.289101,1
,,Allemant,02320,49.460455,3.453651,1
,,Allemant,51120,48.760925,3.799922,1
,,Allemond,38114,45.129567,6.036982,1
,,Allenay,80130,50.086331,1.490994,1
,,Allenc,48190,44.540495,3.660836,1
,,Allenjoie,25490,47.534201,6.896044,1
,,Allennes-les-Marais,59251,50.535536,2.950709,1
,,Allenwiller,67310,48.654541,7.375136,1
,,Allerey,21230,47.188861,4.438257,1
,,Allerey-sur-Saône,71350,46.905234,4.982610,1
,,Allery,80270,49.964023,1.899891,1
,,Alles-sur-Dordogne,24480,44.857787,0.866813,1
,,Alleuze,15100,44.961981,3.084968,1
,,Allevard,38580,45.393504,6.073141,1
,,Allex,26400,44.763585,4.915976,1
,,Alleyrac,43150,44.890116,3.985410,1
,,Alleyras,43580,44.905901,3.681610,1
,,Alleyrat,19200,45.576060,2.213980,1
,,Alleyrat,23200,45.988061,2.152545,1
,,Allez-et-Cazeneuve,47110,44.387332,0.629607,1
,,Alliancelles,51250,48.809949,4.882001,1
,,Alliat,09400,42.816360,1.585529,1
,,Allibaudières,10700,48.583941,4.109074,1
,,Allichamps,52130,48.559670,4.891990,1
,,Allier,65360,43.176734,0.122203,1
,,Alligny-Cosne,58200,47.453439,3.061050,1
,,Alligny-en-Morvan,58230,47.199928,4.175655,1
,,Allineuc,22460,48.310310,-2.873817,1
,,Allinges,74200,46.334851,6.463058,1
,,Allières,09240,43.035405,1.365583,1
,,Allogny,18110,47.225516,2.322041,1
,,Allondans,25550,47.518356,6.747222,1
,,Allondaz,73200,45.705797,6.370913,1
,,Allondrelle-la-Malmaison,54260,49.509735,5.562085,1
,,Allonne,60000,49.403216,2.111598,1
,,Allonne,79130,46.581494,-0.383334,1
,,Allonnes,28150,48.329590,1.656091,1
,,Allonnes,49650,47.292829,0.022103,1
,,Allonnes,72700,47.968188,0.159832,1
,,Allons,04170,43.976639,6.594254,1
,,Allons,47420,44.201108,-0.054943,1
,,Allonville,80260,49.940351,2.361133,1
,,Allonzier-la-Caille,74350,46.003314,6.116267,1
,,Allos,04260,44.239541,6.627206,1
,,Allouagne,62157,50.530077,2.507143,1
,,Alloue,16490,46.026128,0.514980,1
,,Allouis,18500,47.165497,2.226428,1
,,Allouville-Bellefosse,76190,49.595470,0.677070,1
,,Alluy,58110,47.033962,3.639997,1
,,Alluyes,28800,48.228660,1.359650,1
,,Ally,15700,45.173305,2.315126,1
,,Ally,43380,45.158760,3.313073,1
,,Allègre,43270,45.199257,3.710665,1
,,Allègre-les-Fumades,30500,44.185449,4.227139,1
,,Allèves,74540,45.751971,6.080207,1
,,Allériot,71380,46.814029,4.943852,1
,,Almayrac,81190,44.100027,2.165667,1
,,Almenêches,61570,48.697103,0.109343,1
,,Almont-les-Junies,12300,44.596027,2.293153,1
,,Alos,09200,42.907672,1.144032,1
,,Alos,81140,44.023631,1.876141,1
,,Alos-Sibas-Abense,64470,43.113984,-0.874939,1
,,Aloxe-Corton,21420,47.064894,4.859314,1
,,Alpuech,12210,44.762033,2.847095,1
,,Alquines,62850,50.739662,1.991761,1
,,Alrance,12430,44.130646,2.682588,1
,,Alsting,57515,49.178341,6.997835,1
,,Altagène,20112,41.706346,9.069257,1
,,Alteckendorf,67270,48.792253,7.593933,1
,,Altenach,68210,47.606149,7.110527,1
,,Altenheim,67490,48.718825,7.463571,1
,,Althen-des-Paluds,84210,44.004684,4.957816,1
,,Altiani,20251,42.236806,9.290445,1
,,Altier,48800,44.473394,3.861217,1
,,Altillac,19120,44.976733,1.845607,1
,,Altkirch,68130,47.622304,7.238429,1
,,Altorf,67120,48.521776,7.528166,1
,,Altrippe,57660,49.028413,6.819255,1
,,Altviller,57730,49.071665,6.732015,1
,,Altwiller,67260,48.929548,6.980066,1
,,Aluze,71510,46.847830,4.685155,1
,,Alvignac,46500,44.826452,1.691799,1
,,Alvimare,76640,49.605368,0.630971,1
,,Alzen,09240,42.989297,1.472259,1
,,Alzi,20212,42.302885,9.301196,1
,,Alzing,57320,49.278643,6.554408,1
,,Alzon,30770,43.966423,3.438613,1
,,Alzonne,11170,43.253350,2.176672,1
,,Alçay-Alçabéhéty-Sunharette,64470,43.094732,-0.909284,1
,,Alès,30100,44.126689,4.079657,1
,,Alénya,66200,42.639565,2.980517,1
,,Aléria,20270,42.113417,9.512108,1
,,Amage,70280,47.836196,6.492646,1
,,Amagne,08300,49.516731,4.500563,1
,,Amagney,25220,47.304480,6.150726,1
,,Amailloux,79350,46.746539,-0.317586,1
,,Amance,10140,48.294237,4.514274,1
,,Amance,54770,48.753669,6.279021,1
,,Amance,70160,47.801527,6.057181,1
,,Amancey,25330,47.037241,6.070540,1
,,Amancy,74800,46.073877,6.328753,1
,,Amange,39700,47.164901,5.563993,1
,,Amanlis,35150,48.005518,-1.477279,1
,,Amanty,55130,48.517252,5.611119,1
,,Amanvillers,57865,49.166705,6.041733,1
,,Amanzé,71800,46.331171,4.240185,1
,,Amarens,81170,44.037508,1.913300,1
,,Amathay-Vésigneux,25330,47.022944,6.198854,1
,,Amayé-sur-Orne,14210,49.084891,-0.439723,1
,,Amayé-sur-Seulles,14310,49.079401,-0.714758,1
,,Amazy,58190,47.375503,3.577808,1
,,Ambacourt,88500,48.346881,6.140194,1
,,Ambarès-et-Lagrave,33440,44.924412,-0.487574,1
,,Ambax,31230,43.368092,0.933066,1
,,Ambazac,87240,45.957397,1.398917,1
,,Ambel,38970,44.804483,5.929560,1
,,Ambenay,27250,48.835574,0.728673,1
,,Ambernac,16490,45.979861,0.541622,1
,,Amberre,86110,46.765745,0.163811,1
,,Ambert,63600,45.549351,3.740783,1
,,Ambeyrac,12260,44.509505,1.943223,1
,,Ambialet,81430,43.946636,2.378429,1
,,Ambiegna,20151,42.083221,8.791307,1
,,Ambierle,42820,46.103869,3.894554,1
,,Ambillou,37340,47.450651,0.446224,1
,,Ambillou-Château,49700,47.263023,-0.344185,1
,,Ambilly,74100,46.194989,6.223199,1
,,Ambiévillers,70210,47.975376,6.158416,1
,,Amblainville,60110,49.202807,2.120528,1
,,Amblans-et-Velotte,70200,47.679204,6.408984,1
,,Ambleny,02290,49.380272,3.183105,1
,,Ambleteuse,62164,50.808617,1.605177,1
,,Ambleville,16300,45.556909,-0.223307,1
,,Ambleville,95710,49.148598,1.695161,1
,,Amblie,14480,49.291383,-0.487875,1
,,Amblimont,08210,49.628057,5.061463,1
,,Ambloy,41310,47.712136,0.967360,1
,,Ambly-Fleury,08130,49.486383,4.483120,1
,,Ambly-sur-Meuse,55300,49.019344,5.442130,1
,,Ambléon,01300,45.748721,5.601236,1
,,Amboise,37400,47.410737,0.981446,1
,,Ambon,56190,47.553365,-2.557184,1
,,Ambonil,26800,44.794339,4.908171,1
,,Ambonnay,51150,49.077133,4.171632,1
,,Ambonville,52110,48.311064,5.015277,1
,,Ambrault,36120,46.784324,1.959202,1
,,Ambres,81500,43.731349,1.812378,1
,,Ambricourt,62310,50.469978,2.177198,1
,,Ambrief,02200,49.318623,3.400150,1
,,Ambrines,62127,50.309976,2.468629,1
,,Ambrières,51290,48.633425,4.836286,1
,,Ambrières-les-Vallées,53300,48.402171,-0.631697,1
,,Ambronay,01500,46.005378,5.359970,1
,,Ambrugeat,19250,45.525813,2.117325,1
,,Ambrumesnil,76550,49.857262,0.993222,1
,,Ambrus,47160,44.227913,0.242995,1
,,Ambutrix,01500,45.939173,5.337764,1
,,Ambès,33810,45.010421,-0.532320,1
,,Ambérac,16140,45.852265,0.065073,1
,,Ambérieu-en-Bugey,01500,45.957700,5.356635,1
,,Ambérieux,69480,45.927471,4.737027,1
,,Ambérieux-en-Dombes,01330,45.997777,4.902089,1
,,Amel-sur-l'Étang,55230,49.265971,5.647578,1
,,Amelécourt,57170,48.838284,6.501169,1
,,Amendeuix-Oneix,64120,43.344530,-1.047194,1
,,Amenoncourt,54450,48.627815,6.788639,1
,,Amenucourt,95510,49.105740,1.641454,1
,,Ames,62190,50.541341,2.414072,1
,,Amettes,62260,50.530462,2.391667,1
,,Ameugny,71460,46.525516,4.677798,1
,,Ameuvelle,88410,47.942202,5.944659,1
,,Amfreville,14860,49.248049,-0.234800,1
,,Amfreville,50480,49.409426,-1.393751,1
,,Amfreville-la-Campagne,27370,49.213397,0.928986,1
,,Amfreville-la-Mi-Voie,76920,49.401007,1.129480,1
,,Amfreville-les-Champs,27380,49.309397,1.319824,1
,,Amfreville-les-Champs,76560,49.696941,0.816590,1
,,Amfreville-sous-les-Monts,27380,49.304185,1.269118,1
,,Amfreville-sur-Iton,27400,49.148703,1.153674,1
,,Amfroipret,59144,50.279287,3.737027,1
,,Amiens,80000,49.891485,2.296389,1
,,Amifontaine,02190,49.482099,3.917355,1
,,Amigny,50620,49.155046,-1.179961,1
,,Amigny-Rouy,02700,49.609210,3.304232,1
,,Amillis,77120,48.741050,3.127828,1
,,Amilly,28300,48.441464,1.390872,1
,,Amilly,45200,47.972563,2.769493,1
,,Amions,42260,45.877554,4.032710,1
,,Amirat,06910,43.890485,6.823032,1
,,Ammerschwihr,68770,48.124563,7.281421,1
,,Ammerzwiller,68210,47.688897,7.166302,1
,,Amné,72540,48.039215,-0.060167,1
,,Amnéville,57360,49.260434,6.140724,1
,,Amoncourt,70170,47.735629,6.062744,1
,,Amondans,25330,47.068700,6.039365,1
,,Amont-et-Effreney,70310,47.875179,6.574214,1
,,Amorots-Succos,64120,43.364575,-1.112807,1
,,Amou,40330,43.593120,-0.747439,1
,,Ampilly-le-Sec,21400,47.808912,4.529853,1
,,Ampilly-les-Bordes,21450,47.632031,4.628668,1
,,Amplepuis,69550,45.971711,4.330250,1
,,Amplier,62760,50.137247,2.399177,1
,,Ampoigné,53200,47.810447,-0.826669,1
,,Amponville,77760,48.278698,2.529567,1
,,Ampriani,20272,42.253600,9.356570,1
,,Ampuis,69420,45.488591,4.809095,1
,,Ampus,83111,43.606037,6.381394,1
,,Amuré,79210,46.264828,-0.627583,1
,,Amy,60310,49.654394,2.824221,1
,,Amécourt,27140,49.379171,1.733385,1
,,Amélie-les-Bains-Palalda,66110,42.471839,2.667304,1
,,Anais,16560,45.773868,0.207019,1
,,Anais,17540,46.175051,-0.888968,1
,,Anan,31230,43.354950,0.813910,1
,,Ance,64570,43.144703,-0.692535,1
,,Anceaumeville,76710,49.574361,1.062342,1
,,Anceins,61550,48.863426,0.501087,1
,,Ancelle,05260,44.622919,6.206486,1
,,Ancemont,55320,49.070446,5.406200,1
,,Ancenis,44150,47.372056,-1.178825,1
,,Ancerville,55170,48.635855,5.019639,1
,,Ancerville,57580,49.029696,6.386791,1
,,Ancerviller,54450,48.531781,6.834581,1
,,Ancey,21410,47.329276,4.826089,1
,,Anchamps,08500,49.931460,4.674230,1
